# x_m, y_m, w_tr_right_m, w_tr_left_m, curvature, heading_angle_rad
89657.12850642917,43129.13269639167,2.9124038679823374,2.9124038679823374,0.005613060777217366,0.003899978170514906
89657.11599023108,43128.433931156105,3.1988998768986154,3.1988998768986154,-0.008387535575927313,-0.01564136087209933
89657.10880970374,43127.72688215472,3.151627114182409,3.151627114182409,-0.05558176885153487,-0.06368575325005876
89657.07423073213,43127.02599305772,3.5671262129361057,3.5671262129361057,-0.12843983605968662,-0.11649283116623788
89656.9795192012,43126.345707535336,3.5196129246628494,3.5196129246628494,-0.20744401316988056,-0.16511752624355847
89656.79194101217,43125.70046925306,3.71714209132512,3.71714209132512,-0.2514981489682097,-0.16917272336252376
89656.48984001612,43125.10149609829,3.6684345393689712,3.6684345393689712,-0.2215961026757186,-0.13012635987161003
89656.09436831593,43124.54754066286,3.793407419202264,3.793407419202264,-0.16132754505075955,-0.09201975949361829
89655.63698504501,43124.034346229375,3.743860464635872,3.743860464635872,-0.11813272015916126,-0.07093737131596933
89655.14192689974,43123.55793982469,3.76444689890208,3.76444689890208,-0.09587758630657965,-0.06079152339410854
89654.61707525427,43123.11499101865,3.7152045914964544,3.7152045914964544,-0.08208177321982296,-0.05198920482714975
89654.06806064401,43122.7022578087,3.564815632275687,3.564815632275687,-0.06945967832563542,-0.04346351097243906
89653.50051360439,43122.316498192224,3.5162817543535225,3.5162817543535225,-0.05738038845554626,-0.03525318889559825
89652.92006467082,43121.95447016667,3.367222425026446,3.367222425026446,-0.04580071868916426,-0.027274291687001018
89652.3323443787,43121.61293172944,3.318204980084147,3.318204980084147,-0.033449338345035,-0.017900938179492343
89651.74290434289,43121.288544447765,3.277967432954908,3.277967432954908,-0.01690970154294937,-0.004615237227633351
89651.15394321282,43120.97387301963,3.228060941595992,3.228060941595992,0.09347688621092803,0.13393113891146768
89650.56324661616,43120.6558323509,3.2519720410776185,3.2519720410776185,-0.07796831228309388,-0.2629513637062968
89650.10002985939,43120.21150861385,3.2019797739796205,3.2019797739796205,-0.6350510251877416,5.839131956572527
89649.44606975296,43120.23112930703,3.3155567401810284,3.3155567401810284,-0.3520251431717139,-0.07720039117788158
89648.77977994068,43120.31837612292,3.266946146227835,3.266946146227835,-0.09125031833098046,-0.04711811188282011
89648.11222913665,43120.44360539232,3.4724729073320937,3.4724729073320937,-0.057260898252669994,-0.03128676463849622
89647.44301616437,43120.596438910965,3.4248890068624447,3.4248890068624447,-0.034218599493581504,-0.016086621940840207
89646.7717398473,43120.76649847452,3.627971988406783,3.627971988406783,-0.012556189872229919,-0.001467222352759201
89646.09799900893,43120.94340587869,3.584063660230962,3.584063660230962,0.0054664677230522336,0.00907025368311265
89645.42140673932,43121.11695065407,3.829353947780551,3.829353947780551,0.014641470072708022,0.011400670477625052
89644.7420271045,43121.282224547045,3.786667719285693,3.786667719285693,0.014621435656587831,0.009057854954184208
89644.06045624065,43121.44057496139,3.647126584486164,3.647126584486164,0.011091638340087695,0.0064718161548285025
89643.37732090864,43121.59370936011,3.60154480405547,3.60154480405547,0.007401221677171343,0.003894597261578703
89642.69324786929,43121.74333520625,3.48943510414841,3.48943510414841,0.003724421386826453,0.0013217448951299282
89642.0088638834,43121.8911599628,3.4406661268505263,3.4406661268505263,5.070312121648592e-05,-0.0012519554636689634
89641.32479571174,43122.038891092765,3.41255526376187,3.41255526376187,-0.0036315743512470846,-0.003831992077384605
89640.64167011518,43122.18823605918,3.36263235686691,3.36263235686691,-0.007340380866295504,-0.0064323849069487515
89639.96011385451,43122.34090232505,3.3608936824558278,3.3608936824558278,-0.012995877507772605,-0.011725107229058729
89639.2807590544,43122.4986086468,3.3109130226425147,3.3109130226425147,-0.02718172566059205,-0.02623141795552364
89638.60586754378,43122.66650506469,3.437851428542712,3.437851428542712,-0.05381278094593913,-0.048614901183931636
89637.94161541946,43122.85798296932,3.388318616610181,3.388318616610181,-0.08790209573493786,-0.07261167888326314
89637.29475438647,43123.08764567394,3.303268019990448,3.303268019990448,-0.12283704552183873,-0.09535079044617945
89636.67203614993,43123.37009649182,3.2534445344860248,3.2534445344860248,-0.14689705343910256,-0.10537235692027469
89636.07999873749,43123.71814919196,3.4051778874703813,3.4051778874703813,-0.14891912037539734,-0.10003600313101968
89635.52337150836,43124.12946997825,3.355314694349668,3.355314694349668,-0.13764059072348686,-0.09145980331024939
89635.00597378139,43124.59410348495,3.470722589960987,3.470722589960987,-0.12549172169021697,-0.08346170966847888
89634.53161494329,43125.10203688375,3.421363010552235,3.421363010552235,-0.11087664798662669,-0.07030798401053628
89634.10068237245,43125.643719064334,3.4810360932949305,3.4810360932949305,-0.0878341951350304,-0.05112181277029215
89633.70357188304,43126.21094703849,3.4312876299696997,3.4312876299696997,-0.059081613576136574,-0.030829593642960784
89633.3288654967,43126.795762545866,3.4873494808816576,3.4873494808816576,-0.0301706330202391,-0.011225080711169788
89632.96514523496,43127.39020732608,3.43752423425811,3.43752423425811,-0.006722535146828751,0.0018069827579783038
89632.6015897154,43127.98672966412,3.494913458362003,3.494913458362003,0.005005517387124339,0.005187659417540846
89632.23416025907,43128.58239986197,3.445441170714337,3.445441170714337,0.007118518743772381,0.0047864428412105475
89631.86312268006,43129.17722148261,3.4243586384105345,3.4243586384105345,0.006496416406719694,0.00433066377395086
89631.48881139145,43129.77124483523,3.3745312303884547,3.3745312303884547,0.005841598543673227,0.0038791728125895375
89631.11156080628,43130.36452022903,3.399171885379241,3.399171885379241,0.005195338019969637,0.003431513398469921
89630.73170533763,43130.95709797318,3.3495809722591106,3.3495809722591106,0.004556625218184128,0.0029872153653784927
89630.34957939855,43131.549028376896,3.358292085285333,3.358292085285333,0.003924429797558465,0.0025457968003679277
89629.96551740209,43132.14036174933,3.3085274612696787,3.3085274612696787,0.0032977038146868353,0.002106765836975999
89629.57985376132,43132.7311483997,3.310398181227081,3.310398181227081,0.002675384295958957,0.0016696221122525223
89629.19292288928,43133.32143863718,3.260405802612348,3.260405802612348,0.0020563951832385787,0.0012338579869166644
89628.80505919906,43133.91128277095,3.3704520247043783,3.3704520247043783,0.0014396489439628785,0.0007989597874402676
89628.4165971037,43134.50073111021,3.320792697207437,3.320792697207437,0.0008240478511239449,0.00036440876526100396
89628.02787101627,43135.08983396413,3.462073737029977,3.462073737029977,0.00020848495454640616,-7.031793784539886e-05
89627.6392153498,43135.67864164193,3.4125195062726363,3.4125195062726363,-0.00040815506544395174,-0.0005057463859290401
89627.25096451739,43136.267204452764,3.593913832426576,3.593913832426576,-0.0010270017188975084,-0.0009424142288239068
89626.86345293207,43136.85557270584,3.5454440854716327,3.5454440854716327,-0.0017092488328648802,-0.001465443061716698
89626.47701501306,43137.44379672467,3.4202980220566377,3.4202980220566377,-0.0027232237945803506,-0.0023663874281165675
89626.09204138484,43138.03205813665,3.370411309271745,3.370411309271745,-0.004260792324852516,-0.003622114779506802
89625.70911615432,43138.620990572505,3.341736854569654,3.341736854569654,-0.006095222916546277,-0.004938478313968098
89625.32886503068,43139.21132485175,3.291953192212319,3.291953192212319,-0.007967985809062978,-0.006249490884813191
89624.95191372292,43139.80379179381,3.42469170500754,3.42469170500754,-0.009827105246933665,-0.007551537590948509
89624.57888794014,43140.39912221814,3.375082215837203,3.375082215837203,-0.011663058968041264,-0.00883858049384667
